id,application_id,name,full_name,pan,mobile,email,gender,age,date_of_birth,cibil,cibil_score,monthly_income,loan_amt,loan_amount_requested,tenure_months,existing_emi,type,loan_type,city,employment_type,loan_purpose,indicative_rate,property_type,created
RET-006371,RET-006371,Sudhir Sekhon,Sudhir Sekhon,XBIEF9903W,9611491085,sudhir6371@rediffmail.com,F,32,1994-11-04,782,782,148735,100000,100000,48,22346,personal_loan,personal_loan,Bengaluru,salaried,Consumer durables,9.62,,2024-04-18
RET-006372,RET-006372,Utkarsh Phadke,Utkarsh Phadke,ICJXU6185P,9401202973,utkarsh6372@gmail.com,F,54,1972-05-23,738,738,140376,6600000,6600000,300,11606,home_loan,home_loan,Bengaluru,self_employed_non_professional,Travel,11.29,ready_to_move,2024-09-09
RET-006373,RET-006373,Deepa Gawde,Deepa Gawde,QUDFQ4694R,9644984460,deepa6373@hotmail.com,F,22,2004-04-21,774,774,331908,2400000,2400000,60,81766,personal_loan,personal_loan,Mumbai,salaried,Travel,10.09,,2024-06-24
RET-006374,RET-006374,Subash Sohal,Subash Sohal,GPRKM6079W,9709193520,subash6374@outlook.com,M,58,1968-02-16,793,793,60812,2400000,2400000,36,6447,personal_loan,personal_loan,Bengaluru,salaried,Consumer durables,11.45,,2024-12-15
RET-006375,RET-006375,Vikram Agrawal,Vikram Agrawal,GATXP3357B,9775293060,vikram6375@hotmail.com,F,52,1974-09-01,803,803,25778,6400000,6400000,240,6631,home_loan,home_loan,Mumbai,salaried,Wedding,10.2,under_construction,2025-07-01
RET-006376,RET-006376,Aadhira Shinde,Aadhira Shinde,FSRXV9676E,9537375845,aadhira6376@outlook.com,O,54,1972-05-19,700,700,281423,800000,800000,36,19004,auto_loan,auto_loan,Bengaluru,self_employed_professional,Education,13.28,,2025-08-02
RET-006377,RET-006377,Madhuri Kapoor,Madhuri Kapoor,OZVVP1909J,9475794915,madhuri6377@yahoo.co.in,F,33,1993-09-19,752,752,74635,600000,600000,12,7778,personal_loan,personal_loan,Bengaluru,self_employed_professional,Travel,13.89,,2025-02-11
RET-006378,RET-006378,Vidya Krishnamurthy,Vidya Krishnamurthy,WGQGJ3324V,9813918393,vidya6378@gmail.com,M,45,1981-08-18,883,883,180483,4800000,4800000,300,37419,home_loan,home_loan,Hyderabad,self_employed_non_professional,Medical emergency,16.1,under_construction,2024-04-16
RET-006379,RET-006379,Manjeet Reddy,Manjeet Reddy,SFWQG2759R,9926202059,manjeet6379@hotmail.com,M,38,1988-09-24,670,670,62266,300000,300000,12,3053,personal_loan,personal_loan,Ahmedabad,salaried,Consumer durables,13.44,,2024-08-09
RET-006380,RET-006380,Usha Tripathi,Usha Tripathi,WZSCY3968E,9581011721,usha6380@hotmail.com,M,45,1981-03-16,731,731,32543,6800000,6800000,240,8072,home_loan,home_loan,Mumbai,self_employed_professional,Wedding,9.52,ready_to_move,2024-08-14
RET-006381,RET-006381,Roopa Chidambaram,Roopa Chidambaram,QGXGV3214R,9305525374,roopa6381@yahoo.co.in,M,59,1967-12-13,715,715,307379,6900000,6900000,300,857,home_loan,home_loan,Delhi,salaried,Vehicle purchase,16.34,under_construction,2025-12-13
RET-006382,RET-006382,Aadhvik Mudaliar,Aadhvik Mudaliar,RYBKY2734E,9910321798,aadhvik6382@outlook.com,M,45,1981-02-23,710,710,140175,2400000,2400000,60,11629,personal_loan,personal_loan,Nagpur,self_employed_non_professional,Consumer durables,12.19,,2025-08-23
RET-006383,RET-006383,Rajesh Datar,Rajesh Datar,MDSAP6650A,9225024845,rajesh6383@yahoo.co.in,M,50,1976-04-11,845,845,141098,600000,600000,24,24826,personal_loan,personal_loan,Bengaluru,self_employed_non_professional,Debt consolidation,11.57,,2024-05-13
RET-006384,RET-006384,Naveen Mishra,Naveen Mishra,AFJRO2126I,9257212153,naveen6384@outlook.com,F,60,1966-05-18,886,886,25590,2000000,2000000,60,3802,personal_loan,personal_loan,Pune,salaried,Education,13.64,,2025-07-19
RET-006385,RET-006385,Khushi Chetty,Khushi Chetty,VLSUX5831X,9915183270,khushi6385@rediffmail.com,F,22,2004-02-21,894,894,49921,2500000,2500000,180,8832,home_loan,home_loan,Mumbai,self_employed_professional,Solar panel installation,10.34,ready_to_move,2025-12-05
RET-006386,RET-006386,Nikita Kapoor,Nikita Kapoor,GRQPI1617H,9916049135,nikita6386@outlook.com,O,32,1994-05-12,875,875,202165,1000000,1000000,300,34241,home_loan,home_loan,Bengaluru,self_employed_professional,Vehicle purchase,17.19,ready_to_move,2024-07-18
RET-006387,RET-006387,Yogesh Mane,Yogesh Mane,DFAGQ3653A,9272477237,yogesh6387@rediffmail.com,F,53,1973-06-17,653,653,125768,1100000,1100000,48,4403,auto_loan,auto_loan,Bengaluru,self_employed_non_professional,Home appliances,16.79,,2024-11-19
RET-006388,RET-006388,Pranav Trivedi,Pranav Trivedi,BRQRH6521R,9708184159,pranav6388@gmail.com,M,48,1978-08-07,824,824,42310,2900000,2900000,240,5311,home_loan,home_loan,Bengaluru,self_employed_non_professional,Solar panel installation,15.95,under_construction,2025-10-12
RET-006389,RET-006389,Abhishek Pandey,Abhishek Pandey,TOJXR9742V,9544747984,abhishek6389@rediffmail.com,M,60,1966-04-04,803,803,44663,1300000,1300000,72,12467,auto_loan,auto_loan,Mumbai,self_employed_non_professional,Education,15.65,,2025-02-24
RET-006390,RET-006390,Girish Ghosh,Girish Ghosh,OUWPB8317F,9705557193,girish6390@gmail.com,M,23,2003-08-28,895,895,36531,7400000,7400000,300,8947,home_loan,home_loan,Pune,self_employed_professional,Home appliances,14.33,under_construction,2024-03-15
RET-006391,RET-006391,Rajan Subramaniam,Rajan Subramaniam,DPBKH1480I,9614204234,rajan6391@outlook.com,O,53,1973-11-17,829,829,35245,2000000,2000000,36,3196,personal_loan,personal_loan,Ahmedabad,self_employed_professional,Education,15.33,,2025-07-04
RET-006392,RET-006392,Yashwanth Chakraborty,Yashwanth Chakraborty,WIWFB1704A,9603331439,yashwanth6392@outlook.com,M,31,1995-06-24,701,701,28319,5400000,5400000,120,3703,home_loan,home_loan,Bengaluru,salaried,Personal expenses,13.47,under_construction,2025-09-23
RET-006393,RET-006393,Suresh Venkatesan,Suresh Venkatesan,FTXTN5654A,9675257823,suresh6393@rediffmail.com,M,38,1988-08-20,826,826,282148,5100000,5100000,300,37483,home_loan,home_loan,Mumbai,self_employed_non_professional,Travel,14.74,ready_to_move,2024-12-29
RET-006394,RET-006394,Yash Mishra,Yash Mishra,YNGKF4737V,9857914327,yash6394@rediffmail.com,F,42,1984-06-11,703,703,41734,400000,400000,60,8015,auto_loan,auto_loan,Bengaluru,salaried,Home renovation,18.06,,2025-09-09
RET-006395,RET-006395,Rohini Maheshwari,Rohini Maheshwari,XGAIZ5264D,9635688111,rohini6395@rediffmail.com,O,23,2003-06-27,844,844,47601,1400000,1400000,120,3521,home_loan,home_loan,Bengaluru,salaried,Consumer durables,17.22,under_construction,2024-03-10
RET-006396,RET-006396,Utkarsh Modi,Utkarsh Modi,ZSIBN4697F,9251236793,utkarsh6396@gmail.com,M,39,1987-02-27,890,890,56863,1000000,1000000,180,13374,home_loan,home_loan,Hyderabad,salaried,Education,17.0,under_construction,2025-01-18
RET-006397,RET-006397,Reshma Malhotra,Reshma Malhotra,NXVQB6220V,9186976724,reshma6397@outlook.com,F,46,1980-04-21,680,680,132224,2500000,2500000,120,28645,home_loan,home_loan,Bengaluru,self_employed_professional,Consumer durables,12.35,under_construction,2024-09-02
RET-006398,RET-006398,Preeti Ramachandran,Preeti Ramachandran,MFTDB5917G,9903350762,preeti6398@gmail.com,O,37,1989-05-23,739,739,142484,1300000,1300000,60,5159,personal_loan,personal_loan,Bengaluru,salaried,Solar panel installation,12.62,,2025-09-28
RET-006399,RET-006399,Aarchi Arunachalam,Aarchi Arunachalam,RRCZE5915H,9576368192,aarchi6399@yahoo.co.in,F,23,2003-02-04,669,669,71666,1300000,1300000,48,21342,personal_loan,personal_loan,Lucknow,self_employed_non_professional,Travel,9.87,,2026-01-19
RET-006400,RET-006400,Vivek Muthusamy,Vivek Muthusamy,TZQBO8393N,9185899801,vivek6400@gmail.com,M,58,1968-07-18,752,752,29430,120000,120000,18,9054,gold_loan,gold_loan,Bengaluru,self_employed_non_professional,Travel,15.49,,2025-08-31
RET-006401,RET-006401,Roopa Hegde,Roopa Hegde,YAGIG4875W,9559021147,roopa6401@yahoo.co.in,O,44,1982-09-28,783,783,148361,4700000,4700000,180,650,home_loan,home_loan,Bengaluru,self_employed_professional,Medical emergency,13.86,ready_to_move,2024-08-27
RET-006402,RET-006402,Ishika Bhatt,Ishika Bhatt,EEUCP3929P,9349303287,ishika6402@yahoo.co.in,F,46,1980-04-12,736,736,135578,200000,200000,12,19003,gold_loan,gold_loan,Bengaluru,self_employed_non_professional,Medical emergency,15.48,,2024-04-18
RET-006403,RET-006403,Nisha Gopalakrishnan,Nisha Gopalakrishnan,VEFLV4162T,9853841073,nisha6403@rediffmail.com,M,32,1994-12-03,704,704,138634,1900000,1900000,120,44720,home_loan,home_loan,Bengaluru,self_employed_non_professional,Medical emergency,16.0,under_construction,2025-06-01
RET-006404,RET-006404,Zeenat Dwivedi,Zeenat Dwivedi,SCKSJ8694B,9146263319,zeenat6404@hotmail.com,O,25,2001-03-28,710,710,127864,2100000,2100000,48,31394,personal_loan,personal_loan,Bengaluru,salaried,Vehicle purchase,17.38,,2025-11-29
RET-006405,RET-006405,Aahan Pereira,Aahan Pereira,OGCZV4904U,9549721160,aahan6405@outlook.com,O,44,1982-07-23,849,849,52828,5900000,5900000,180,2541,home_loan,home_loan,Ahmedabad,salaried,Home appliances,17.4,under_construction,2025-10-04
RET-006406,RET-006406,Sunil Desai,Sunil Desai,UYITU9875E,9199769476,sunil6406@hotmail.com,M,36,1990-12-10,751,751,22831,1500000,1500000,60,2573,auto_loan,auto_loan,Delhi,self_employed_non_professional,Home appliances,15.75,,2025-05-08
RET-006407,RET-006407,Srikanth Mehta,Srikanth Mehta,ICWPO7733V,9254266822,srikanth6407@gmail.com,F,36,1990-02-13,712,712,27017,5000000,5000000,300,2411,home_loan,home_loan,Bengaluru,salaried,Personal expenses,13.49,ready_to_move,2024-05-06
RET-006408,RET-006408,Amisha Upadhyay,Amisha Upadhyay,JSWOI6950G,9596451962,amisha6408@yahoo.co.in,O,41,1985-09-01,729,729,54658,2200000,2200000,48,16435,personal_loan,personal_loan,Mumbai,salaried,Home renovation,10.75,,2025-05-15
RET-006409,RET-006409,Advaith Bhattacharya,Advaith Bhattacharya,IMPPY6708Y,9205828888,advaith6409@gmail.com,O,58,1968-06-09,763,763,88726,3400000,3400000,300,11053,home_loan,home_loan,Mumbai,self_employed_non_professional,Travel,11.9,under_construction,2024-12-13
RET-006410,RET-006410,Vedant Salunkhe,Vedant Salunkhe,QSTCM6849W,9618771688,vedant6410@rediffmail.com,O,52,1974-09-26,802,802,307461,6300000,6300000,120,17257,home_loan,home_loan,Ahmedabad,self_employed_non_professional,Personal expenses,10.01,under_construction,2025-07-02
RET-006411,RET-006411,Latika Reddy,Latika Reddy,MNPDS8350X,9737741982,latika6411@hotmail.com,F,29,1997-06-27,846,846,37744,4700000,4700000,300,3028,home_loan,home_loan,Ahmedabad,self_employed_professional,Vehicle purchase,10.74,ready_to_move,2025-11-20
RET-006412,RET-006412,Anil Marathe,Anil Marathe,XUDHG4955O,9553946316,anil6412@rediffmail.com,F,23,2003-10-12,658,658,35434,300000,300000,24,3505,personal_loan,personal_loan,Hyderabad,self_employed_professional,Vehicle purchase,12.88,,2024-11-11
RET-006413,RET-006413,Nisha Biswas,Nisha Biswas,WNLXH4834A,9409433080,nisha6413@gmail.com,F,45,1981-04-22,838,838,31435,6500000,6500000,300,5340,home_loan,home_loan,Pune,self_employed_professional,Solar panel installation,18.16,ready_to_move,2024-04-26
RET-006414,RET-006414,Tanvi Naik,Tanvi Naik,KZOZM9011U,9442206177,tanvi6414@outlook.com,F,30,1996-03-21,807,807,83457,6100000,6100000,240,26991,home_loan,home_loan,Indore,self_employed_non_professional,Education,17.49,ready_to_move,2024-11-07
RET-006415,RET-006415,Abhishek Banerjee,Abhishek Banerjee,ZZJWH1687Z,9218021168,abhishek6415@rediffmail.com,M,41,1985-11-15,824,824,145514,1300000,1300000,12,37233,personal_loan,personal_loan,Bengaluru,self_employed_professional,Travel,16.57,,2026-01-16
RET-006416,RET-006416,Vikram Kamble,Vikram Kamble,IQXFH7540R,9950236281,vikram6416@rediffmail.com,M,49,1977-12-19,871,871,23085,2000000,2000000,60,4095,auto_loan,auto_loan,Bengaluru,self_employed_professional,Home renovation,14.83,,2024-03-13
RET-006417,RET-006417,Jatin Jain,Jatin Jain,WNEZX7454X,9448230792,jatin6417@outlook.com,M,39,1987-05-25,768,768,381168,400000,400000,72,114661,auto_loan,auto_loan,Bengaluru,salaried,Personal expenses,18.37,,2025-07-18
RET-006418,RET-006418,Devika Ganguly,Devika Ganguly,GTCVB5199B,9920654167,devika6418@hotmail.com,F,60,1966-09-05,805,805,22113,700000,700000,60,2060,personal_loan,personal_loan,Ahmedabad,salaried,Personal expenses,13.16,,2025-08-27
RET-006419,RET-006419,Kavita Fernandes,Kavita Fernandes,UMDVL6525A,9508886077,kavita6419@yahoo.co.in,O,57,1969-12-12,825,825,24452,1300000,1300000,120,2373,home_loan,home_loan,Bengaluru,self_employed_non_professional,Solar panel installation,9.57,ready_to_move,2025-12-08
RET-006420,RET-006420,Yash Maheshwari,Yash Maheshwari,MSAZA3226P,9453491710,yash6420@hotmail.com,F,46,1980-08-04,854,854,27419,500000,500000,60,3002,personal_loan,personal_loan,Pune,salaried,Business expansion,18.43,,2024-08-04
RET-006421,RET-006421,Riya Thorat,Riya Thorat,QTJPR7531X,9524714927,riya6421@outlook.com,O,32,1994-03-22,842,842,52204,2200000,2200000,180,5056,home_loan,home_loan,Mumbai,salaried,Vehicle purchase,15.18,ready_to_move,2025-08-14
RET-006422,RET-006422,Ruhi Pandya,Ruhi Pandya,SFLYP8171W,9675243393,ruhi6422@hotmail.com,O,36,1990-07-20,689,689,41891,2000000,2000000,48,13257,personal_loan,personal_loan,Bengaluru,self_employed_non_professional,Solar panel installation,12.76,,2026-01-16
RET-006423,RET-006423,Aazeen Chaudhury,Aazeen Chaudhury,IJCCD3354A,9219205604,aazeen6423@outlook.com,F,50,1976-07-05,594,594,397195,1800000,1800000,48,121259,personal_loan,personal_loan,Bengaluru,salaried,Personal expenses,16.28,,2024-12-29
RET-006424,RET-006424,Abhilasha Dey,Abhilasha Dey,NVZJH7982B,9783855797,abhilasha6424@hotmail.com,M,24,2002-03-07,716,716,59692,70000,70000,18,16897,gold_loan,gold_loan,Delhi,self_employed_non_professional,Wedding,11.03,,2026-02-05
RET-006425,RET-006425,Aishwarya Gowda,Aishwarya Gowda,TQGFW7709P,9565105800,aishwarya6425@outlook.com,M,54,1972-04-12,798,798,51505,100000,100000,48,13441,personal_loan,personal_loan,Bengaluru,self_employed_non_professional,Business expansion,17.27,,2024-04-25
RET-006426,RET-006426,Adithi Tilak,Adithi Tilak,IGPZZ1306T,9945016697,adithi6426@hotmail.com,M,48,1978-08-25,772,772,94377,2500000,2500000,48,29735,personal_loan,personal_loan,Kolkata,self_employed_non_professional,Vehicle purchase,10.33,,2025-08-12
RET-006427,RET-006427,Nupur Xavier,Nupur Xavier,TMIMK6262M,9444469865,nupur6427@gmail.com,F,51,1975-07-27,690,690,135987,2000000,2000000,12,3570,personal_loan,personal_loan,Bengaluru,self_employed_professional,Home renovation,14.53,,2024-07-07
RET-006428,RET-006428,Aarav Joseph,Aarav Joseph,KTPNX5141Q,9202291456,aarav6428@hotmail.com,M,56,1970-09-13,710,710,75914,6200000,6200000,120,16860,home_loan,home_loan,Kolkata,self_employed_professional,Personal expenses,11.36,ready_to_move,2024-10-05
RET-006429,RET-006429,Pranita Beniwal,Pranita Beniwal,ABQOF8336D,9493876809,pranita6429@hotmail.com,F,56,1970-02-05,669,669,215930,7600000,7600000,240,11911,home_loan,home_loan,Kolkata,self_employed_non_professional,Home appliances,13.84,under_construction,2025-06-13
RET-006430,RET-006430,Amisha Gupta,Amisha Gupta,IJVQO1518F,9929024403,amisha6430@gmail.com,M,27,1999-09-17,730,730,60891,6200000,6200000,180,5644,home_loan,home_loan,Bengaluru,salaried,Consumer durables,9.88,under_construction,2025-02-11
RET-006431,RET-006431,Pranav Grewal,Pranav Grewal,WJTBJ1245A,9749415497,pranav6431@gmail.com,O,59,1967-10-09,782,782,47754,3000000,3000000,300,4191,home_loan,home_loan,Ahmedabad,salaried,Wedding,15.91,under_construction,2025-06-09
RET-006432,RET-006432,Alok Duraisamy,Alok Duraisamy,UKZTH6962J,9495890087,alok6432@gmail.com,M,46,1980-05-23,668,668,380466,2200000,2200000,36,54351,personal_loan,personal_loan,Coimbatore,self_employed_non_professional,Personal expenses,17.67,,2024-07-03
RET-006433,RET-006433,Madhav Chandrasekaran,Madhav Chandrasekaran,KYEFY7716E,9462289606,madhav6433@rediffmail.com,M,57,1969-05-10,881,881,89751,900000,900000,36,18812,personal_loan,personal_loan,Bengaluru,salaried,Wedding,11.51,,2025-06-18
RET-006434,RET-006434,Kavita Bhat,Kavita Bhat,FXIFM2237W,9291596497,kavita6434@hotmail.com,M,34,1992-11-23,753,753,41941,1400000,1400000,60,12259,auto_loan,auto_loan,Delhi,self_employed_non_professional,Vehicle purchase,18.31,,2025-11-07
RET-006435,RET-006435,Adithi Mann,Adithi Mann,MQQZE2473E,9806671948,adithi6435@outlook.com,F,26,2000-02-03,729,729,88400,600000,600000,60,15279,auto_loan,auto_loan,Ahmedabad,salaried,Wedding,18.27,,2026-02-23
RET-006436,RET-006436,Adheera Natarajan,Adheera Natarajan,INPKY3645I,9370955922,adheera6436@rediffmail.com,F,39,1987-07-25,737,737,69573,8000000,8000000,180,14168,home_loan,home_loan,Bengaluru,self_employed_professional,Personal expenses,17.19,ready_to_move,2024-05-29
RET-006437,RET-006437,Seema Mane,Seema Mane,EWYPX7910H,9726094595,seema6437@gmail.com,O,22,2004-05-20,763,763,46980,3200000,3200000,240,10067,home_loan,home_loan,Delhi,self_employed_non_professional,Debt consolidation,12.74,under_construction,2024-09-02
RET-006438,RET-006438,Prasanna Pereira,Prasanna Pereira,XFWRU1742G,9383035949,prasanna6438@yahoo.co.in,F,39,1987-12-22,779,779,113485,1300000,1300000,84,34456,education_loan,education_loan,Chennai,salaried,Medical emergency,15.65,,2025-12-21
RET-006439,RET-006439,Ranjith Krishnamurthy,Ranjith Krishnamurthy,OYEIN6142V,9877089656,ranjith6439@gmail.com,F,29,1997-12-16,703,703,51322,130000,130000,12,15141,gold_loan,gold_loan,Bengaluru,salaried,Travel,11.3,,2024-08-31
RET-006440,RET-006440,Vrinda Murthy,Vrinda Murthy,OOVLA1967G,9252185729,vrinda6440@rediffmail.com,M,22,2004-04-02,599,599,127842,1000000,1000000,12,23870,personal_loan,personal_loan,Coimbatore,self_employed_professional,Solar panel installation,10.63,,2025-03-27
RET-006441,RET-006441,Abhimanyu Sarkar,Abhimanyu Sarkar,VBQNG1730D,9887380986,abhimanyu6441@outlook.com,O,58,1968-11-26,870,870,85683,2000000,2000000,12,8808,personal_loan,personal_loan,Chennai,self_employed_non_professional,Business expansion,10.06,,2025-02-10
RET-006442,RET-006442,Sumanth Shah,Sumanth Shah,SSIXJ2578S,9754383375,sumanth6442@outlook.com,F,57,1969-07-02,888,888,35315,800000,800000,60,3486,personal_loan,personal_loan,Chennai,self_employed_professional,Education,16.2,,2024-10-28
RET-006443,RET-006443,Amarjeet Dey,Amarjeet Dey,JWAGU9997F,9801341715,amarjeet6443@rediffmail.com,F,31,1995-05-14,757,757,127269,200000,200000,36,22709,personal_loan,personal_loan,Bengaluru,self_employed_professional,Home appliances,13.59,,2024-05-18
RET-006444,RET-006444,Payal Tiwari,Payal Tiwari,ZRKXH6282V,9468933642,payal6444@gmail.com,F,40,1986-10-17,705,705,92810,600000,600000,60,27124,personal_loan,personal_loan,Mumbai,self_employed_non_professional,Solar panel installation,11.47,,2024-03-23
RET-006445,RET-006445,Anand Sundaram,Anand Sundaram,VYQDC2199M,9533560481,anand6445@hotmail.com,M,46,1980-06-18,588,588,393720,400000,400000,60,87491,auto_loan,auto_loan,Bengaluru,salaried,Vehicle purchase,12.32,,2026-02-28
RET-006446,RET-006446,Prasanna Reddy,Prasanna Reddy,TDWZX9703O,9781981166,prasanna6446@yahoo.co.in,O,22,2004-08-09,840,840,61228,1800000,1800000,60,9106,personal_loan,personal_loan,Delhi,salaried,Vehicle purchase,11.23,,2025-02-06
RET-006447,RET-006447,Suresh Dhull,Suresh Dhull,QQQVJ4951X,9296684029,suresh6447@rediffmail.com,O,30,1996-10-13,726,726,25095,2500000,2500000,12,6337,personal_loan,personal_loan,Mumbai,self_employed_non_professional,Medical emergency,17.52,,2024-04-22
RET-006448,RET-006448,Lakshmi Bhatt,Lakshmi Bhatt,FXXPA1838W,9637282227,lakshmi6448@hotmail.com,M,29,1997-11-15,790,790,100332,400000,400000,72,32571,auto_loan,auto_loan,Chennai,self_employed_non_professional,Travel,12.83,,2025-09-18
RET-006449,RET-006449,Nidhi Naik,Nidhi Naik,JTQWM2096O,9377439130,nidhi6449@rediffmail.com,M,22,2004-09-10,658,658,34420,700000,700000,72,3826,auto_loan,auto_loan,Chennai,self_employed_professional,Consumer durables,10.36,,2025-01-09
RET-006450,RET-006450,Tanisha Marathe,Tanisha Marathe,ZMQXQ8100R,9219284124,tanisha6450@outlook.com,O,58,1968-09-07,672,672,22245,600000,600000,36,2774,auto_loan,auto_loan,Delhi,salaried,Education,11.6,,2025-07-21
RET-006451,RET-006451,Manisha Bajpai,Manisha Bajpai,LGKWH2456O,9859294620,manisha6451@outlook.com,O,26,2000-03-11,866,866,93168,800000,800000,60,29048,personal_loan,personal_loan,Bengaluru,salaried,Solar panel installation,11.13,,2024-08-28
RET-006452,RET-006452,Devika Zaveri,Devika Zaveri,RIHFJ1787M,9668934660,devika6452@gmail.com,M,22,2004-01-07,733,733,389109,5900000,5900000,300,54455,home_loan,home_loan,Coimbatore,self_employed_professional,Travel,9.66,under_construction,2025-09-02
RET-006453,RET-006453,Fatima Chopra,Fatima Chopra,DNCVD9824W,9649649784,fatima6453@yahoo.co.in,M,33,1993-09-25,774,774,66952,5900000,5900000,120,8872,home_loan,home_loan,Bengaluru,self_employed_non_professional,Consumer durables,12.54,under_construction,2024-07-23
RET-006454,RET-006454,Nimisha Maheshwari,Nimisha Maheshwari,BBHWS5079L,9792738005,nimisha6454@yahoo.co.in,F,25,2001-09-13,656,656,23072,180000,180000,24,2506,gold_loan,gold_loan,Delhi,salaried,Home appliances,12.16,,2024-09-21
RET-006455,RET-006455,Nikhil Oswal,Nikhil Oswal,FSCNY8407Z,9896613645,nikhil6455@outlook.com,O,43,1983-02-11,688,688,46790,180000,180000,6,3425,gold_loan,gold_loan,Mumbai,self_employed_non_professional,Education,17.02,,2026-01-15
RET-006456,RET-006456,Ishika Sangwan,Ishika Sangwan,RLCSR5791H,9962036497,ishika6456@gmail.com,O,57,1969-01-06,882,882,40711,240000,240000,18,3049,gold_loan,gold_loan,Bengaluru,self_employed_non_professional,Home renovation,15.97,,2026-01-17
RET-006457,RET-006457,Chanchal Doshi,Chanchal Doshi,HZWBO4935F,9595313411,chanchal6457@gmail.com,F,32,1994-02-05,821,821,23381,2300000,2300000,60,5875,personal_loan,personal_loan,Bengaluru,salaried,Home renovation,11.63,,2024-10-12
RET-006458,RET-006458,Chanchal Beniwal,Chanchal Beniwal,EDDGO2043S,9781612114,chanchal6458@rediffmail.com,O,41,1985-04-24,684,684,59248,1600000,1600000,60,19038,auto_loan,auto_loan,Delhi,self_employed_professional,Debt consolidation,18.1,,2025-03-05
RET-006459,RET-006459,Vanshika James,Vanshika James,TELIQ7760S,9375222745,vanshika6459@rediffmail.com,M,32,1994-05-24,805,805,257964,3100000,3100000,300,22660,home_loan,home_loan,Hyderabad,salaried,Debt consolidation,16.58,under_construction,2025-05-14
RET-006460,RET-006460,Savitha Brar,Savitha Brar,OVXLZ6480H,9387493027,savitha6460@rediffmail.com,F,39,1987-02-04,643,643,245311,7700000,7700000,300,77684,home_loan,home_loan,Bengaluru,self_employed_professional,Vehicle purchase,14.61,under_construction,2025-10-19
RET-006461,RET-006461,Subash Bains,Subash Bains,UEVEF2348O,9774389273,subash6461@rediffmail.com,O,32,1994-03-09,716,716,52705,1000000,1000000,48,13400,personal_loan,personal_loan,Delhi,salaried,Education,10.72,,2025-06-07
RET-006462,RET-006462,Aarohi Jog,Aarohi Jog,UDXVC7734B,9214800182,aarohi6462@rediffmail.com,M,26,2000-01-23,879,879,195761,1600000,1600000,36,43692,auto_loan,auto_loan,Hyderabad,salaried,Personal expenses,15.93,,2024-11-07
RET-006463,RET-006463,Shruti Das,Shruti Das,LFWHC2813E,9302979598,shruti6463@hotmail.com,F,48,1978-05-17,835,835,121778,200000,200000,36,9530,personal_loan,personal_loan,Bengaluru,self_employed_non_professional,Travel,15.23,,2025-10-11
RET-006464,RET-006464,Uday Fernandes,Uday Fernandes,KQHPG1059Z,9236197710,uday6464@rediffmail.com,O,48,1978-10-24,737,737,58068,4400000,4400000,120,13640,home_loan,home_loan,Bengaluru,salaried,Education,13.87,ready_to_move,2025-12-26
RET-006465,RET-006465,Aarav Hayer,Aarav Hayer,DEZHR8775A,9885220990,aarav6465@yahoo.co.in,O,22,2004-12-04,823,823,208571,1500000,1500000,60,48912,personal_loan,personal_loan,Bengaluru,salaried,Business expansion,10.89,,2026-01-18
RET-006466,RET-006466,Aavya Singh,Aavya Singh,SPDGE7734F,9169218793,aavya6466@rediffmail.com,M,52,1974-03-07,739,739,29512,900000,900000,36,511,personal_loan,personal_loan,Mumbai,self_employed_non_professional,Home appliances,14.02,,2024-12-24
RET-006467,RET-006467,Srishti Patil,Srishti Patil,ALAEC7178T,9588601590,srishti6467@hotmail.com,O,48,1978-09-05,791,791,31986,2500000,2500000,120,2357,home_loan,home_loan,Chennai,self_employed_non_professional,Solar panel installation,17.87,under_construction,2025-10-11
RET-006468,RET-006468,Komal Subramanian,Komal Subramanian,HRJTD1344W,9998182788,komal6468@gmail.com,F,36,1990-07-15,869,869,109936,7000000,7000000,180,12649,home_loan,home_loan,Bengaluru,self_employed_non_professional,Vehicle purchase,12.07,under_construction,2024-04-28
RET-006469,RET-006469,Jatin Gawde,Jatin Gawde,TKPHG1864H,9351505934,jatin6469@rediffmail.com,M,36,1990-09-04,791,791,51467,1100000,1100000,60,775,auto_loan,auto_loan,Mumbai,salaried,Medical emergency,15.28,,2024-10-20
RET-006470,RET-006470,Anshul Phadke,Anshul Phadke,TGGSX8263M,9829554196,anshul6470@outlook.com,O,33,1993-03-27,878,878,105685,7800000,7800000,300,28093,home_loan,home_loan,Hyderabad,self_employed_professional,Travel,14.67,under_construction,2024-06-09
RET-006471,RET-006471,Yashika Sidhu,Yashika Sidhu,ISBRM2283J,9441016127,yashika6471@rediffmail.com,F,41,1985-10-07,862,862,101539,1600000,1600000,180,31710,home_loan,home_loan,Pune,salaried,Education,11.21,under_construction,2024-08-08
RET-006472,RET-006472,Mamatha Thakkar,Mamatha Thakkar,OLNDD2432F,9103000330,mamatha6472@yahoo.co.in,M,45,1981-02-26,877,877,127082,7100000,7100000,240,832,home_loan,home_loan,Indore,self_employed_professional,Education,15.09,ready_to_move,2025-10-19
RET-006473,RET-006473,Aatmaj More,Aatmaj More,HERVE3758X,9393799214,aatmaj6473@hotmail.com,O,51,1975-10-18,849,849,46925,900000,900000,48,7971,personal_loan,personal_loan,Bengaluru,salaried,Vehicle purchase,11.4,,2026-02-12
