id,application_id,name,business_name,pan,gstin,mobile,email,promoter_name,promoter_cibil_score,cibil,annual_turnover,turnover,loan_amt,loan_amount_requested,business_vintage_years,vintage,type,loan_type,collateral,collateral_value,city,industry,loan_purpose,created
SME-003647,SME-003647,Matrix Accessories OPC Pvt Ltd,Matrix Accessories OPC Pvt Ltd,LAVPG9603D,24LAVPG1767JZY,9991880379,matrix3647@gmail.com,Jagadish Apte,663,663,2500000,2500000,1400000,1400000,19,19,working_capital,working_capital,0,0,Ahmedabad,Construction,Capacity expansion,2025-04-01
SME-003648,SME-003648,Mahindra Engineering Co-op,Mahindra Engineering Co-op,JHMQZ3296F,07JHMQZ5407KZS,9278209660,mahindra3648@outlook.com,Bhumi Thorat,885,885,8200000,8200000,4600000,4600000,19,19,equipment_finance,equipment_finance,3560000.0,3560000.0,Delhi,Manufacturing,Capacity expansion,2024-06-18
SME-003649,SME-003649,Pushpa Chemicals OPC Pvt Ltd,Pushpa Chemicals OPC Pvt Ltd,ZMUDU7787C,29ZMUDU3915PZX,9638700083,pushpa3649@rediffmail.com,Anshul Naik,573,573,30800000,30800000,11900000,11900000,6,6,term_loan,term_loan,27150000.0,27150000.0,Bengaluru,Textiles & Garments,Machinery purchase,2025-08-16
SME-003650,SME-003650,Sarvam Engineering Group,Sarvam Engineering Group,IDZVR3633K,33IDZVR5539FZB,9538136313,sarvam3650@yahoo.co.in,Aabha Palaniswamy,732,732,13000000,13000000,5900000,5900000,18,18,working_capital,working_capital,0,0,Chennai,Manufacturing,Capacity expansion,2025-03-07
SME-003651,SME-003651,Next Polymers & Co,Next Polymers & Co,CDTUA1396K,29CDTUA3678BZU,9122925429,next3651@yahoo.co.in,Abirami Iyer,784,784,14300000,14300000,1600000,1600000,22,22,project_finance,project_finance,15890000.0,15890000.0,Bengaluru,Manufacturing,Invoice financing,2025-10-24
SME-003652,SME-003652,One Security OPC Pvt Ltd,One Security OPC Pvt Ltd,KWANW7827O,29KWANW8859CZP,9378114500,one3652@gmail.com,Sonia Mittal,658,658,5000000,5000000,1400000,1400000,21,21,term_loan,term_loan,5230000.0,5230000.0,Bengaluru,IT / Software Services,Business expansion,2025-05-29
SME-003653,SME-003653,Lotus Yarns Co-op,Lotus Yarns Co-op,UWUUC1770Z,19UWUUC9769SZP,9138363894,lotus3653@rediffmail.com,Prasanna Pereira,711,711,3600000,3600000,1200000,1200000,21,21,working_capital,working_capital,0,0,Kolkata,Manufacturing,Working capital,2025-09-04
SME-003654,SME-003654,Lakshmi Projects Pvt Ltd,Lakshmi Projects Pvt Ltd,DOWVU6077D,33DOWVU6150OZZ,9955854877,lakshmi3654@gmail.com,Pranjal Thind,693,693,12100000,12100000,6000000,6000000,11,11,working_capital,working_capital,0,0,Chennai,Steel & Metals,Invoice financing,2024-04-21
SME-003655,SME-003655,Inspire Polymers Associates,Inspire Polymers Associates,MPNSI9069X,07MPNSI7688GZQ,9412510757,inspire3655@rediffmail.com,Sacchit Bhatt,796,796,10800000,10800000,5400000,5400000,12,12,term_loan,term_loan,8140000.0,8140000.0,Delhi,Manufacturing,Trade finance,2024-11-17
SME-003656,SME-003656,Maxim Robotics Co-op,Maxim Robotics Co-op,QSTCQ9297L,27QSTCQ3123YZV,9119141643,maxim3656@outlook.com,Bhavana Chakraborty,799,799,34900000,34900000,11100000,11100000,6,6,project_finance,project_finance,49860000.0,49860000.0,Mumbai,Pharmaceuticals,Trade finance,2024-03-19
SME-003657,SME-003657,Beta Enterprises OPC Pvt Ltd,Beta Enterprises OPC Pvt Ltd,MUNVH6213W,27MUNVH6008RZX,9574882975,beta3657@yahoo.co.in,Jayesh Menon,874,874,19700000,19700000,1400000,1400000,9,9,invoice_discounting,invoice_discounting,0,0,Mumbai,Pharmaceuticals,Export financing,2024-04-14
SME-003658,SME-003658,Mega Print OPC Pvt Ltd,Mega Print OPC Pvt Ltd,LRWLU1241A,07LRWLU4785SZP,9957776183,mega3658@rediffmail.com,Antara Rajan,675,675,15400000,15400000,6500000,6500000,22,22,equipment_finance,equipment_finance,22200000.0,22200000.0,Delhi,Agriculture,Shop renovation,2024-12-11
SME-003659,SME-003659,Alpha Healthcare Pvt Ltd,Alpha Healthcare Pvt Ltd,MFTYF5722P,07MFTYF2845LZF,9149441072,alpha3659@outlook.com,Shivani Bhati,880,880,5000000,5000000,1000000,1000000,17,17,term_loan,term_loan,5520000.0,5520000.0,Delhi,IT / Software Services,New branch setup,2024-09-02
SME-003660,SME-003660,Techno Motors & Co,Techno Motors & Co,AFHCD9991Z,27AFHCD7698PZX,9211965891,techno3660@gmail.com,Sangeetha Hariharan,794,794,15300000,15300000,8600000,8600000,22,22,working_capital,working_capital,0,0,Mumbai,Manufacturing,Invoice financing,2024-12-04
SME-003661,SME-003661,Karthikeya Garments Group,Karthikeya Garments Group,FVNZN1460V,27FVNZN6172WZJ,9286247205,karthikeya3661@yahoo.co.in,Sushma Kamath,708,708,52000000,52000000,27700000,27700000,18,18,equipment_finance,equipment_finance,68680000.0,68680000.0,Pune,Retail Trade,Technology upgrade,2025-10-25
SME-003662,SME-003662,Pro Developers Pvt Ltd,Pro Developers Pvt Ltd,QVVHO9607F,23QVVHO4533AZE,9609324699,pro3662@hotmail.com,Sumitra Randhawa,799,799,3000000,3000000,1600000,1600000,16,16,project_finance,project_finance,1770000.0,1770000.0,Indore,Food Processing,Trade finance,2025-06-07
SME-003663,SME-003663,Radha Forgings & Co,Radha Forgings & Co,BLAYF8655D,36BLAYF9414YZL,9952295191,radha3663@gmail.com,Aparna Thorat,698,698,3300000,3300000,1100000,1100000,22,22,term_loan,term_loan,2690000.0,2690000.0,Hyderabad,Retail Trade,Capacity expansion,2025-09-12
SME-003664,SME-003664,Ultra Castings Group,Ultra Castings Group,BKHXF7638P,29BKHXF7683GZB,9212642628,ultra3664@hotmail.com,Sunita Reddy,709,709,20700000,20700000,6100000,6100000,11,11,term_loan,term_loan,13270000.0,13270000.0,Bengaluru,Logistics,Machinery purchase,2025-03-26
SME-003665,SME-003665,Prabhu Solutions Pvt Ltd,Prabhu Solutions Pvt Ltd,IFHNA9892P,29IFHNA9842CZA,9462725028,prabhu3665@rediffmail.com,Pallavi Chakraborty,662,662,31200000,31200000,7700000,7700000,15,15,term_loan,term_loan,32350000.0,32350000.0,Bengaluru,Retail Trade,Technology upgrade,2025-04-30
SME-003666,SME-003666,Pride Hospital Associates,Pride Hospital Associates,NNFBA6752R,27NNFBA4911MZR,9226485887,pride3666@outlook.com,Sneha Patel,795,795,4400000,4400000,600000,600000,11,11,project_finance,project_finance,2770000.0,2770000.0,Mumbai,E-commerce,Shop renovation,2024-11-06
SME-003667,SME-003667,Elite Power Pvt Ltd,Elite Power Pvt Ltd,UNNAO5891F,27UNNAO8688WZU,9530381329,elite3667@rediffmail.com,Priyanshi Shekhawat,772,772,10300000,10300000,5000000,5000000,8,8,term_loan,term_loan,7600000.0,7600000.0,Mumbai,Food Processing,Inventory purchase,2024-12-05
SME-003668,SME-003668,Mukunda Spares Pvt Ltd,Mukunda Spares Pvt Ltd,KTKXZ7262D,29KTKXZ9051IZC,9142758908,mukunda3668@hotmail.com,Anil Singhania,753,753,3500000,3500000,1000000,1000000,8,8,term_loan,term_loan,2200000.0,2200000.0,Bengaluru,IT / Software Services,Shop renovation,2024-07-15
SME-003669,SME-003669,Golden Infrastructure Co-op,Golden Infrastructure Co-op,UWACB6623A,29UWACB2223IZC,9233315187,golden3669@gmail.com,Aditya Dey,724,724,5300000,5300000,2200000,2200000,14,14,working_capital,working_capital,0,0,Bengaluru,Manufacturing,Invoice financing,2024-09-24
SME-003670,SME-003670,Arunodaya Metals Associates,Arunodaya Metals Associates,ZAEBP1052Y,27ZAEBP4239YZY,9958025162,arunodaya3670@yahoo.co.in,Payal Kapoor,719,719,21200000,21200000,6400000,6400000,7,7,equipment_finance,equipment_finance,23220000.0,23220000.0,Pune,Manufacturing,Machinery purchase,2026-02-04
SME-003671,SME-003671,Synergy Apparels LLP,Synergy Apparels LLP,ABJLX8059X,33ABJLX2135TZJ,9580970464,synergy3671@yahoo.co.in,Sabina Sivaramakrishnan,752,752,23900000,23900000,10000000,10000000,6,6,working_capital,working_capital,0,0,Chennai,Pharmaceuticals,Working capital,2024-09-02
SME-003672,SME-003672,Vikas Advertising LLP,Vikas Advertising LLP,GAXSJ8662M,36GAXSJ2659QZZ,9158558500,vikas3672@outlook.com,Hemanth Duraisamy,677,677,2700000,2700000,700000,700000,8,8,project_finance,project_finance,2010000.0,2010000.0,Hyderabad,Automobile Components,Technology upgrade,2025-09-29
SME-003673,SME-003673,Raja Manufacturing Co-op,Raja Manufacturing Co-op,XQBSA9197P,27XQBSA8495CZV,9677456399,raja3673@gmail.com,Kumar Sharma,766,766,16800000,16800000,5400000,5400000,2,2,equipment_finance,equipment_finance,10370000.0,10370000.0,Pune,Textiles & Garments,Capacity expansion,2025-07-14
SME-003674,SME-003674,Jain Manufacturing Co-op,Jain Manufacturing Co-op,EEBQT5017O,24EEBQT7010EZD,9278729574,jain3674@gmail.com,Manoj Pai,757,757,9300000,9300000,2100000,2100000,14,14,equipment_finance,equipment_finance,9200000.0,9200000.0,Ahmedabad,IT / Software Services,Technology upgrade,2025-08-04
SME-003675,SME-003675,Saraswati Yarns Group,Saraswati Yarns Group,VUPDS6446W,27VUPDS3192VZO,9942165029,saraswati3675@rediffmail.com,Adhira Karuppusamy,759,759,6400000,6400000,1900000,1900000,6,6,term_loan,term_loan,6050000.0,6050000.0,Mumbai,Textiles & Garments,Shop renovation,2025-07-01
SME-003676,SME-003676,Satyam Auto Components Pvt Ltd,Satyam Auto Components Pvt Ltd,GROCG6221Y,29GROCG7747KZV,9370591221,satyam3676@gmail.com,Aashna Krishnamurthy,783,783,4700000,4700000,500000,500000,7,7,invoice_discounting,invoice_discounting,0,0,Bengaluru,IT / Software Services,Capacity expansion,2025-02-20
SME-003677,SME-003677,Aarav International Group,Aarav International Group,OHYSO2733U,27OHYSO8400XZW,9743697902,aarav3677@hotmail.com,Achal Krishnamurthy,731,731,4600000,4600000,1000000,1000000,22,22,working_capital,working_capital,0,0,Mumbai,IT / Software Services,Business expansion,2025-12-25
SME-003678,SME-003678,Ravi Plastics LLP,Ravi Plastics LLP,PAYPX2943P,29PAYPX2502ZZM,9918767425,ravi3678@hotmail.com,Pinky Abraham,883,883,4400000,4400000,500000,500000,3,3,term_loan,term_loan,5280000.0,5280000.0,Bengaluru,Logistics,Trade finance,2024-09-10
SME-003679,SME-003679,Ayush Agro & Co,Ayush Agro & Co,CMAMC2703C,29CMAMC6568HZT,9834647020,ayush3679@outlook.com,Sushma Ranade,653,653,18100000,18100000,4500000,4500000,20,20,working_capital,working_capital,0,0,Bengaluru,Manufacturing,Shop renovation,2025-01-24
SME-003680,SME-003680,Savita Digital Co-op,Savita Digital Co-op,NRNVX2400K,29NRNVX1919WZZ,9642126730,savita3680@gmail.com,Parth Venkataraman,863,863,48800000,48800000,1100000,1100000,17,17,invoice_discounting,invoice_discounting,0,0,Bengaluru,Food Processing,New branch setup,2025-05-02
SME-003681,SME-003681,Avanti Projects Pvt Ltd,Avanti Projects Pvt Ltd,RUHED6967B,29RUHED6562QZU,9849930610,avanti3681@gmail.com,Vinay Dagar,782,782,19200000,19200000,7600000,7600000,14,14,equipment_finance,equipment_finance,17910000.0,17910000.0,Bengaluru,Pharmaceuticals,New branch setup,2024-09-01
SME-003682,SME-003682,Nature Traders Associates,Nature Traders Associates,ULSHC8506E,32ULSHC9524CZZ,9253258290,nature3682@gmail.com,Hemanth Arunachalam,762,762,2900000,2900000,1400000,1400000,15,15,working_capital,working_capital,0,0,Kochi,Automobile Components,New branch setup,2024-04-13
SME-003683,SME-003683,Anand Digital OPC Pvt Ltd,Anand Digital OPC Pvt Ltd,VYRQZ9134N,27VYRQZ7930WZQ,9100022372,anand3683@outlook.com,Vasanth Bhosale,780,780,7800000,7800000,4300000,4300000,2,2,equipment_finance,equipment_finance,11010000.0,11010000.0,Mumbai,Construction,Technology upgrade,2024-08-07
SME-003684,SME-003684,Link Events Co-op,Link Events Co-op,BDFUI6837F,36BDFUI9884RZG,9576963689,link3684@rediffmail.com,Mrinal Deshpande,826,826,78100000,78100000,15500000,15500000,12,12,working_capital,working_capital,0,0,Hyderabad,Textiles & Garments,Export financing,2026-01-14
SME-003685,SME-003685,Rajendra Paper Pvt Ltd,Rajendra Paper Pvt Ltd,CSIFE5205J,29CSIFE3535XZC,9698881397,rajendra3685@hotmail.com,Payal Paul,755,755,44300000,44300000,5700000,5700000,6,6,project_finance,project_finance,40960000.0,40960000.0,Bengaluru,Retail Trade,Machinery purchase,2025-03-25
SME-003686,SME-003686,Naveen Pharmaceuticals & Co,Naveen Pharmaceuticals & Co,VDWFL5052J,27VDWFL9973TZA,9183134922,naveen3686@gmail.com,Natasha Joseph,748,748,5400000,5400000,3100000,3100000,7,7,equipment_finance,equipment_finance,4910000.0,4910000.0,Mumbai,Automobile Components,Business expansion,2024-05-21
SME-003687,SME-003687,Lotus Alloys Group,Lotus Alloys Group,SWDZA5971X,36SWDZA2001AZX,9192705628,lotus3687@hotmail.com,Aadhira Paul,740,740,10900000,10900000,6200000,6200000,22,22,term_loan,term_loan,7610000.0,7610000.0,Hyderabad,IT / Software Services,Inventory purchase,2024-11-11
SME-003688,SME-003688,Bharat Plastics Associates,Bharat Plastics Associates,EZYHT4723H,27EZYHT7060MZE,9932940066,bharat3688@outlook.com,Ishika Agrawal,844,844,10500000,10500000,5000000,5000000,18,18,term_loan,term_loan,11380000.0,11380000.0,Mumbai,Retail Trade,Business expansion,2025-06-16
SME-003689,SME-003689,United Software LLP,United Software LLP,NGKXM7444C,27NGKXM5846SZM,9883648034,united3689@yahoo.co.in,Anurag Malhotra,799,799,10500000,10500000,4100000,4100000,21,21,working_capital,working_capital,0,0,Mumbai,IT / Software Services,Project finance,2026-02-25
SME-003690,SME-003690,World Events & Co,World Events & Co,RNDQL8760N,29RNDQL1275KZW,9183101917,world3690@hotmail.com,Simran Roy,573,573,11400000,11400000,700000,700000,14,14,project_finance,project_finance,16850000.0,16850000.0,Bengaluru,Manufacturing,Business expansion,2025-08-18
SME-003691,SME-003691,Green Manufacturing Group,Green Manufacturing Group,PCIRP6610O,07PCIRP8371YZL,9422066073,green3691@yahoo.co.in,Jatin Sekhon,773,773,20400000,20400000,9000000,9000000,14,14,working_capital,working_capital,0,0,Delhi,Automobile Components,Working capital,2025-02-28
SME-003692,SME-003692,Celestial Constructions LLP,Celestial Constructions LLP,GWXGL4514F,29GWXGL6780GZQ,9597049571,celestial3692@hotmail.com,Aditya Toor,784,784,2700000,2700000,700000,700000,11,11,working_capital,working_capital,0,0,Bengaluru,IT / Software Services,Business expansion,2025-05-23
SME-003693,SME-003693,United Security Pvt Ltd,United Security Pvt Ltd,UJUEU2862X,29UJUEU9337TZY,9157406350,united3693@gmail.com,Nidhi Phogat,811,811,3600000,3600000,1600000,1600000,13,13,equipment_finance,equipment_finance,4090000.0,4090000.0,Bengaluru,Construction,New branch setup,2025-11-06
SME-003694,SME-003694,Eagle Textiles Pvt Ltd,Eagle Textiles Pvt Ltd,LKITB6458L,09LKITB7778JZE,9518775121,eagle3694@outlook.com,Ashok Marathe,854,854,17500000,17500000,10300000,10300000,3,3,working_capital,working_capital,0,0,Lucknow,Pharmaceuticals,Export financing,2025-09-22
SME-003695,SME-003695,Shri Garments Group,Shri Garments Group,BUKBF3264O,24BUKBF4445CZI,9451922654,shri3695@gmail.com,Abhi Menon,720,720,5500000,5500000,1100000,1100000,3,3,working_capital,working_capital,0,0,Ahmedabad,Healthcare,Trade finance,2024-07-17
SME-003696,SME-003696,Shankar Hospital Pvt Ltd,Shankar Hospital Pvt Ltd,VXZWH1272D,27VXZWH7443DZG,9537094352,shankar3696@hotmail.com,Kumar Bhati,789,789,4500000,4500000,500000,500000,20,20,working_capital,working_capital,0,0,Pune,Construction,Capacity expansion,2024-03-28
SME-003697,SME-003697,Navadurga Constructions Pvt Ltd,Navadurga Constructions Pvt Ltd,FSNCW3392S,29FSNCW1194NZJ,9559548410,navadurga3697@hotmail.com,Ruhi Tanwar,832,832,85700000,85700000,50300000,50300000,11,11,invoice_discounting,invoice_discounting,0,0,Bengaluru,Automobile Components,Machinery purchase,2025-12-17
SME-003698,SME-003698,Modern Technologies Group,Modern Technologies Group,SLXAP9539Z,36SLXAP7828HZO,9955430570,modern3698@yahoo.co.in,Sneha Sangwan,860,860,12600000,12600000,3100000,3100000,10,10,term_loan,term_loan,10800000.0,10800000.0,Hyderabad,IT / Software Services,Project finance,2026-01-30
SME-003699,SME-003699,Ayush Agro Associates,Ayush Agro Associates,MNCEC9912J,29MNCEC9098PZO,9816055999,ayush3699@rediffmail.com,Aaliya Deol,878,878,1900000,1900000,1000000,1000000,13,13,term_loan,term_loan,890000.0,890000.0,Bengaluru,Manufacturing,Shop renovation,2024-05-17
SME-003700,SME-003700,Riddhi Alloys Co-op,Riddhi Alloys Co-op,JLURU1227M,29JLURU2467LZR,9268819725,riddhi3700@hotmail.com,Zubaida Ramachandran,781,781,12500000,12500000,900000,900000,4,4,invoice_discounting,invoice_discounting,0,0,Bengaluru,Manufacturing,Capacity expansion,2025-02-12
SME-003701,SME-003701,Navadurga Traders Associates,Navadurga Traders Associates,THAZR9375S,29THAZR6009WZK,9733442325,navadurga3701@hotmail.com,Adheera Sen,799,799,4100000,4100000,2000000,2000000,9,9,invoice_discounting,invoice_discounting,0,0,Bengaluru,Textiles & Garments,Export financing,2024-04-15
SME-003702,SME-003702,Omni Power Pvt Ltd,Omni Power Pvt Ltd,IETPF3492W,29IETPF5550JZH,9621305284,omni3702@outlook.com,Ayesha Hayer,881,881,9800000,9800000,5100000,5100000,16,16,working_capital,working_capital,0,0,Bengaluru,Food Processing,Export financing,2024-09-08
SME-003703,SME-003703,Naveen Pharmaceuticals Co-op,Naveen Pharmaceuticals Co-op,SZFSM8555N,33SZFSM5478QZO,9750999807,naveen3703@outlook.com,Angad Jain,768,768,42100000,42100000,11300000,11300000,2,2,term_loan,term_loan,48310000.0,48310000.0,Chennai,IT / Software Services,Project finance,2025-08-08
SME-003704,SME-003704,Krishna Industries OPC Pvt Ltd,Krishna Industries OPC Pvt Ltd,JWPQL3511B,29JWPQL8970XZY,9536607911,krishna3704@gmail.com,Zubaida Pandey,719,719,12700000,12700000,3100000,3100000,14,14,working_capital,working_capital,0,0,Bengaluru,Food Processing,Project finance,2025-03-11
SME-003705,SME-003705,Disha Packaging Group,Disha Packaging Group,CMFKI5835H,33CMFKI6583OZN,9424798993,disha3705@yahoo.co.in,Abirami Patil,768,768,60000000,60000000,10600000,10600000,3,3,term_loan,term_loan,50200000.0,50200000.0,Chennai,Manufacturing,Inventory purchase,2024-08-23
SME-003706,SME-003706,Siddhi Auto Components Co-op,Siddhi Auto Components Co-op,EMMGN5603V,29EMMGN3337NZR,9868716420,siddhi3706@rediffmail.com,Indira Chatterjee,632,632,19500000,19500000,11000000,11000000,19,19,working_capital,working_capital,0,0,Bengaluru,Textiles & Garments,Export financing,2025-03-29
SME-003707,SME-003707,Pro Robotics Group,Pro Robotics Group,VMTTT2139Z,29VMTTT2255CZZ,9172420584,pro3707@hotmail.com,Anchita Saini,794,794,3000000,3000000,1500000,1500000,13,13,working_capital,working_capital,0,0,Bengaluru,IT / Software Services,Export financing,2025-06-18
SME-003708,SME-003708,Superior Software & Co,Superior Software & Co,ZOTKB8401K,27ZOTKB1705BZV,9603105212,superior3708@hotmail.com,Saloni Hariharan,838,838,20700000,20700000,3300000,3300000,9,9,working_capital,working_capital,0,0,Mumbai,Construction,Business expansion,2026-03-03
SME-003709,SME-003709,Vaishnavi Digital Group,Vaishnavi Digital Group,SPPNP8445A,29SPPNP2064CZS,9520388711,vaishnavi3709@yahoo.co.in,Mamatha Phadke,606,606,13200000,13200000,3900000,3900000,11,11,invoice_discounting,invoice_discounting,0,0,Bengaluru,IT / Software Services,Capacity expansion,2025-05-30
SME-003710,SME-003710,Venture Packaging LLP,Venture Packaging LLP,NKDQL9861F,29NKDQL2246HZV,9135634399,venture3710@yahoo.co.in,Alok Peter,757,757,2800000,2800000,1500000,1500000,2,2,working_capital,working_capital,0,0,Bengaluru,IT / Software Services,Inventory purchase,2026-01-08
SME-003711,SME-003711,Ravi Realty LLP,Ravi Realty LLP,GNUOM8619T,27GNUOM7754YZP,9356814051,ravi3711@hotmail.com,Deepika Datta,866,866,19900000,19900000,700000,700000,9,9,equipment_finance,equipment_finance,11750000.0,11750000.0,Nagpur,Construction,Project finance,2025-05-01
SME-003712,SME-003712,Anand Software OPC Pvt Ltd,Anand Software OPC Pvt Ltd,PZOMH5313C,19PZOMH9385AZO,9995667131,anand3712@yahoo.co.in,Chetan Agrawal,700,700,2100000,2100000,700000,700000,8,8,term_loan,term_loan,2220000.0,2220000.0,Kolkata,Healthcare,Project finance,2025-10-05
SME-003713,SME-003713,Dynamic Advertising Pvt Ltd,Dynamic Advertising Pvt Ltd,BDDTV4180L,29BDDTV8901WZF,9516711889,dynamic3713@outlook.com,Angad Sen,779,779,21300000,21300000,11300000,11300000,18,18,equipment_finance,equipment_finance,24850000.0,24850000.0,Bengaluru,Manufacturing,Inventory purchase,2026-03-03
SME-003714,SME-003714,Venkat Solutions Pvt Ltd,Venkat Solutions Pvt Ltd,KCSYX7376R,29KCSYX7795RZT,9222151629,venkat3714@outlook.com,Sowmya Marathe,819,819,71900000,71900000,2600000,2600000,13,13,project_finance,project_finance,83180000.0,83180000.0,Bengaluru,Food Processing,Machinery purchase,2025-11-29
SME-003715,SME-003715,Mega Diagnostics Pvt Ltd,Mega Diagnostics Pvt Ltd,EVZSW2718X,29EVZSW2494LZV,9913209417,mega3715@gmail.com,Anjali Pandya,665,665,21800000,21800000,9900000,9900000,10,10,working_capital,working_capital,0,0,Bengaluru,Retail Trade,Shop renovation,2024-12-02
SME-003716,SME-003716,Kalpa Technologies OPC Pvt Ltd,Kalpa Technologies OPC Pvt Ltd,XVEOI8145P,29XVEOI7245DZX,9489281015,kalpa3716@outlook.com,Harsh Chaudhury,837,837,4900000,4900000,1400000,1400000,9,9,equipment_finance,equipment_finance,4740000.0,4740000.0,Bengaluru,Manufacturing,Machinery purchase,2024-07-24
SME-003717,SME-003717,Silicon Chemicals Pvt Ltd,Silicon Chemicals Pvt Ltd,IESSW6323Z,29IESSW9396IZX,9438590278,silicon3717@gmail.com,Esha Roy,881,881,6900000,6900000,600000,600000,3,3,term_loan,term_loan,3570000.0,3570000.0,Bengaluru,Manufacturing,Working capital,2025-05-30
SME-003718,SME-003718,Matrix Finance OPC Pvt Ltd,Matrix Finance OPC Pvt Ltd,NDLQM8393Z,33NDLQM9266VZK,9447368176,matrix3718@outlook.com,Madhuri Naik,818,818,4600000,4600000,1200000,1200000,4,4,working_capital,working_capital,0,0,Chennai,Construction,New branch setup,2025-03-08
SME-003719,SME-003719,Malabar Plastics Group,Malabar Plastics Group,IUDEO6895G,27IUDEO7650YZO,9641411256,malabar3719@rediffmail.com,Zubair Devarajan,664,664,14500000,14500000,7400000,7400000,19,19,term_loan,term_loan,20080000.0,20080000.0,Mumbai,Food Processing,Working capital,2024-06-19
SME-003720,SME-003720,Uma Electronics LLP,Uma Electronics LLP,EYLYY2548M,33EYLYY6791NZO,9418660516,uma3720@outlook.com,Anjali Yadav,861,861,19600000,19600000,1200000,1200000,4,4,term_loan,term_loan,27960000.0,27960000.0,Coimbatore,Pharmaceuticals,Export financing,2025-04-16
SME-003721,SME-003721,Crown Yarns Pvt Ltd,Crown Yarns Pvt Ltd,OCRLI7945Z,29OCRLI1835NZG,9113830760,crown3721@outlook.com,Adhavan Ranade,729,729,13600000,13600000,5300000,5300000,15,15,working_capital,working_capital,0,0,Bengaluru,Pharmaceuticals,Inventory purchase,2025-08-13
SME-003722,SME-003722,Ravi Alloys Pvt Ltd,Ravi Alloys Pvt Ltd,VPELC4659A,36VPELC7762QZT,9925508737,ravi3722@rediffmail.com,Zeenat Marathe,890,890,7300000,7300000,2900000,2900000,12,12,working_capital,working_capital,0,0,Hyderabad,Agriculture,Export financing,2026-01-02
SME-003723,SME-003723,Surya Automation Pvt Ltd,Surya Automation Pvt Ltd,FKMSF3815L,29FKMSF3190YZU,9530391574,surya3723@rediffmail.com,Sneha Aiyar,775,775,5500000,5500000,1300000,1300000,16,16,invoice_discounting,invoice_discounting,0,0,Bengaluru,Food Processing,Invoice financing,2024-03-26
SME-003724,SME-003724,Tech Realty Pvt Ltd,Tech Realty Pvt Ltd,DOJGM5263U,29DOJGM5468LZK,9348777859,tech3724@yahoo.co.in,Smitha Joshi,716,716,8700000,8700000,4900000,4900000,14,14,working_capital,working_capital,0,0,Bengaluru,Retail Trade,Working capital,2024-07-07
SME-003725,SME-003725,Keystone Security Co-op,Keystone Security Co-op,MTSCE7198K,23MTSCE8965FZN,9823252269,keystone3725@gmail.com,Vibha Datar,637,637,3400000,3400000,900000,900000,10,10,equipment_finance,equipment_finance,3070000.0,3070000.0,Bhopal,Automobile Components,Shop renovation,2024-10-21
SME-003726,SME-003726,Synergy Polymers OPC Pvt Ltd,Synergy Polymers OPC Pvt Ltd,SJZVH5803W,07SJZVH5532QZV,9495253361,synergy3726@rediffmail.com,Kajal Chaturvedi,757,757,91600000,91600000,19400000,19400000,8,8,invoice_discounting,invoice_discounting,0,0,Delhi,Automobile Components,Project finance,2025-12-30
SME-003727,SME-003727,Rising Security & Co,Rising Security & Co,PIKLX9357P,24PIKLX6756ZZZ,9574183167,rising3727@rediffmail.com,Aachal Chitale,833,833,15100000,15100000,6100000,6100000,9,9,working_capital,working_capital,0,0,Ahmedabad,Food Processing,Technology upgrade,2025-03-19
SME-003728,SME-003728,Standard Agro Pvt Ltd,Standard Agro Pvt Ltd,FFTJY8000X,24FFTJY5217WZT,9975960850,standard3728@hotmail.com,Preeti Ramasamy,758,758,1900000,1900000,500000,500000,12,12,equipment_finance,equipment_finance,2710000.0,2710000.0,Ahmedabad,IT / Software Services,Shop renovation,2025-11-16
SME-003729,SME-003729,Ravi Hospital OPC Pvt Ltd,Ravi Hospital OPC Pvt Ltd,CHKRG3161F,29CHKRG4302UZO,9831302900,ravi3729@yahoo.co.in,Yogesh Venkatesan,758,758,13600000,13600000,7500000,7500000,9,9,working_capital,working_capital,0,0,Bengaluru,Construction,New branch setup,2025-03-04
SME-003730,SME-003730,Prakash Agro Group,Prakash Agro Group,DYPYN4588E,29DYPYN3779JZQ,9298870180,prakash3730@outlook.com,Tanisha Chauhan,798,798,16200000,16200000,7200000,7200000,17,17,project_finance,project_finance,16080000.0,16080000.0,Bengaluru,Construction,New branch setup,2025-09-12
SME-003731,SME-003731,Inspire Exports Pvt Ltd,Inspire Exports Pvt Ltd,GTNUN9596B,29GTNUN6993TZO,9210184227,inspire3731@yahoo.co.in,Namita Datar,850,850,4200000,4200000,2100000,2100000,14,14,term_loan,term_loan,3870000.0,3870000.0,Bengaluru,IT / Software Services,Trade finance,2024-12-02
SME-003732,SME-003732,Shree Exports Group,Shree Exports Group,URPYU4898W,29URPYU7504YZP,9424991368,shree3732@hotmail.com,Pallavi Chakraborty,818,818,10500000,10500000,1600000,1600000,22,22,term_loan,term_loan,9440000.0,9440000.0,Bengaluru,Manufacturing,Trade finance,2024-12-13
SME-003733,SME-003733,Nandana Systems LLP,Nandana Systems LLP,MOQPQ2188E,32MOQPQ7511KZP,9308050669,nandana3733@yahoo.co.in,Aachal Thiruvengadam,732,732,73400000,73400000,900000,900000,20,20,working_capital,working_capital,0,0,Kochi,IT / Software Services,Inventory purchase,2024-12-14
